id,name,trait,variants,license_class,license,first_author,journal,year
PGS003067,ExPRSweb_Smoking_SmokingInitiation_DBSLMM_UKB_20211120,Smoking status,244,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003068,ExPRSweb_Smoking_SmokingInitiation_PRSCS_UKB_20211120,Smoking status,1110662,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003069,ExPRSweb_SBP_4080-irnt_LASSOSUM_MGI_20211120,Systolic blood pressure,775138,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003070,ExPRSweb_SBP_4080-irnt_PT_MGI_20211120,Systolic blood pressure,24765,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003071,ExPRSweb_SBP_4080-irnt_PLINK_MGI_20211120,Systolic blood pressure,41867,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003072,ExPRSweb_SBP_4080-irnt_DBSLMM_MGI_20211120,Systolic blood pressure,7477086,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003073,ExPRSweb_SBP_4080-irnt_PRSCS_MGI_20211120,Systolic blood pressure,1113831,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003074,ExPRSweb_SBP_4080-raw_LASSOSUM_MGI_20211120,Systolic blood pressure,730914,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003075,ExPRSweb_SBP_4080-raw_PT_MGI_20211120,Systolic blood pressure,16283,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003076,ExPRSweb_SBP_4080-raw_PLINK_MGI_20211120,Systolic blood pressure,25673,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003077,ExPRSweb_SBP_4080-raw_DBSLMM_MGI_20211120,Systolic blood pressure,7477072,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003078,ExPRSweb_SBP_4080-raw_PRSCS_MGI_20211120,Systolic blood pressure,1113831,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003079,ExPRSweb_SBP_93-irnt_LASSOSUM_MGI_20211120,Systolic blood pressure,354112,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003080,ExPRSweb_SBP_93-irnt_PT_MGI_20211120,Systolic blood pressure,11085,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003081,ExPRSweb_SBP_93-irnt_PLINK_MGI_20211120,Systolic blood pressure,22519,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003082,ExPRSweb_SBP_93-irnt_DBSLMM_MGI_20211120,Systolic blood pressure,6341932,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003083,ExPRSweb_SBP_93-irnt_PRSCS_MGI_20211120,Systolic blood pressure,1113774,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003084,ExPRSweb_SBP_93-raw_LASSOSUM_MGI_20211120,Systolic blood pressure,353555,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003085,ExPRSweb_SBP_93-raw_PT_MGI_20211120,Systolic blood pressure,13447,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003086,ExPRSweb_SBP_93-raw_PLINK_MGI_20211120,Systolic blood pressure,27471,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003087,ExPRSweb_SBP_93-raw_DBSLMM_MGI_20211120,Systolic blood pressure,6762103,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003088,ExPRSweb_SBP_93-raw_PRSCS_MGI_20211120,Systolic blood pressure,1113774,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003089,ExPRSweb_T2D_2443_LASSOSUM_MGI_20211120,Type 2 diabetes (T2D),488969,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003090,ExPRSweb_T2D_2443_PT_MGI_20211120,Type 2 diabetes (T2D),1888,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003091,ExPRSweb_T2D_2443_PLINK_MGI_20211120,Type 2 diabetes (T2D),2707,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003092,ExPRSweb_T2D_2443_DBSLMM_MGI_20211120,Type 2 diabetes (T2D),10304000,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003093,ExPRSweb_T2D_2443_PRSCS_MGI_20211120,Type 2 diabetes (T2D),1113832,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003094,ExPRSweb_T2D_29358691-GCST005413_LASSOSUM_MGI_20211120,Type 2 diabetes (T2D),266890,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003095,ExPRSweb_T2D_29358691-GCST005413_PT_MGI_20211120,Type 2 diabetes (T2D),45,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003096,ExPRSweb_T2D_29358691-GCST005413_PLINK_MGI_20211120,Type 2 diabetes (T2D),46,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003097,ExPRSweb_T2D_29358691-GCST005413_DBSLMM_MGI_20211120,Type 2 diabetes (T2D),229,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003098,ExPRSweb_T2D_29358691-GCST005413_PRSCS_MGI_20211120,Type 2 diabetes (T2D),1116101,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003099,ExPRSweb_T2D_30054458-GCST006867_LASSOSUM_MGI_20211120,Type 2 diabetes (T2D),555512,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003100,ExPRSweb_T2D_30054458-GCST006867_PT_MGI_20211120,Type 2 diabetes (T2D),5693,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003101,ExPRSweb_T2D_30054458-GCST006867_PLINK_MGI_20211120,Type 2 diabetes (T2D),5693,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003102,ExPRSweb_T2D_30054458-GCST006867_DBSLMM_MGI_20211120,Type 2 diabetes (T2D),5052574,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003103,ExPRSweb_T2D_30054458-GCST006867_PRSCS_MGI_20211120,Type 2 diabetes (T2D),945820,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003104,ExPRSweb_T2D_METAANALYSIS-DIAGRAM_LASSOSUM_MGI_20211120,Type 2 diabetes (T2D),374510,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003105,ExPRSweb_T2D_METAANALYSIS-DIAGRAM_PT_MGI_20211120,Type 2 diabetes (T2D),187,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003106,ExPRSweb_T2D_METAANALYSIS-DIAGRAM_PLINK_MGI_20211120,Type 2 diabetes (T2D),187,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003107,ExPRSweb_T2D_METAANALYSIS-DIAGRAM_DBSLMM_MGI_20211120,Type 2 diabetes (T2D),995,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003108,ExPRSweb_T2D_METAANALYSIS-DIAGRAM_PRSCS_MGI_20211120,Type 2 diabetes (T2D),1118480,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003109,ExPRSweb_T2D_29358691-GCST005413_LASSOSUM_UKB_20211120,Type 2 diabetes (T2D),311565,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
